competitor_deity,title,slug,inferred_form,verse_units,parity_status,notes,competitor_url
saraswati,Saraswati Chalisa,saraswati-chalisa,chalisa,42,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/saraswati-chalisa
saraswati,Saraswati Dwadash Nama Stotram,saraswati-dwadash-nama,namavali,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-dwadash-nama
saraswati,Saraswati Gayatri Mantra,saraswati-gayatri,mantra,4,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-gayatri
saraswati,Saraswati Hridayam,saraswati-hridayam,hridayam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-hridayam
saraswati,Saraswati Kavacham,saraswati-kavacham,kavacham,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-kavacham
saraswati,Saraswati Mangalashtakam,saraswati-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-mangalashtakam
saraswati,Saraswati Panchakam,saraswati-panchakam,other,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-panchakam
saraswati,Saraswati Pancharatnam,saraswati-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-pancharatnam
saraswati,Saraswati Rahasya Stotram,saraswati-rahasya-stotram,stotram,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-rahasya-stotram
saraswati,Saraswati Sahasranama Stotram,saraswati-sahasranama,sahasranama,25,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-sahasranama
saraswati,Saraswati Stotram,saraswati-stotram,stotram,11,variant-review,"Title-level match exists, but composition or edition identity needs line-level comparison.",https://stotra.vastucart.in/stotra/saraswati-stotram
saraswati,Saraswati Stuti,saraswati-stuti,stuti,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-stuti
saraswati,Saraswati Suktam,saraswati-suktam,suktam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saraswati-suktam
saraswati,Saraswati Vandana,saraswati-vandana,stuti,7,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/saraswati-vandana
shiva,Sarpa Dosha Nivaran Stotram,sarpa-dosha-nivaran-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sarpa-dosha-nivaran-stotram
vishnu,Sarva Devata Stotram,sarva-devata-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sarva-devata-stotram
vishnu,Sarva Karya Siddhi Stotram,sarva-karya-siddhi-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sarva-karya-siddhi-stotram
durga,Sarva Mangala Stotram,sarva-mangala-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sarva-mangala-stotram
vishnu,Satyanarayan Aarti,satyanarayan-aarti,aarti,6,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/satyanarayan-aarti
vishnu,Satyanarayan Chalisa,satyanarayan-chalisa,chalisa,42,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/satyanarayan-chalisa
vishnu,Satyanarayan Stotram,satyanarayan-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/satyanarayan-stotram
vishnu,Satyanarayan Vrat Katha,satyanarayan-katha,katha,30,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/satyanarayan-katha
lakshmi,Saubhagya Lakshmi Stotram,saubhagya-lakshmi-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/saubhagya-lakshmi-stotram
surya,Savitri Gayatri Extended,savitri-gayatri-extended,mantra,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/savitri-gayatri-extended
durga,Shailputri Stotram,shailputri-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shailputri-stotram
durga,Shakambhari Stotram,shakambhari-stotram,stotram,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shakambhari-stotram
durga,Shakti Panchakam,shakti-panchakam,other,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shakti-panchakam
shani,Shani Aarti,shani-aarti,aarti,11,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/shani-aarti
shani,Shani Ashtottara Shatanamavali,shani-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-ashtottara-shatanamavali
shani,Shani Chalisa,shani-chalisa,chalisa,40,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/shani-chalisa
shani,Shani Dasharatha Stotram,shani-dashrath-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-dashrath-stotram
shani,Shani Gayatri,shani-gayatri,mantra,3,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-gayatri
shani,Shani Hridayam,shani-hridayam,hridayam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-hridayam
shani,Shani Kavacham,shani-kavacham,kavacham,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-kavacham
shani,Shani Mahatmya Stotram,shani-mahatmya,stotram,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-mahatmya
shani,Shani Mangalashtakam,shani-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-mangalashtakam
shani,Shani Pancharatnam,shani-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-pancharatnam
shani,Shani Sahasranama Stotram,shani-sahasranama,sahasranama,23,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-sahasranama
shani,Shani Stotra (by King Dasharatha),shani-stotra,stotram,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-stotra
shani,Shani Vajrapanjara Kavacham,shani-vajrapanjara-kavach,kavacham,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-vajrapanjara-kavach
shani,Shani Vajrapanjara Stotram (by Dasharatha),shani-stotram-dasharatha,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shani-stotram-dasharatha
shani,Shanivar Vrat Katha (Saturday Fasting Story),shanivar-vrat-katha,katha,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shanivar-vrat-katha
shiva,Shankaracharya Ashtakam,shankaracharya-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shankaracharya-ashtakam
kartikeya,Shanmukha Gayatri,shanmukha-gayatri,mantra,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shanmukha-gayatri
kartikeya,Shanmukha Stotram,shanmukha-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shanmukha-stotram
vishnu,Shanti Path - Om Dyauh Shanti,shanti-path,other,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shanti-path
shiva,Sharabha Stotram,sharabha-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sharabha-stotram
lakshmi,Sharad Purnima Vrat Katha,sharad-purnima-vrat-katha,katha,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sharad-purnima-vrat-katha
vishnu,Sharanagati Gadyam,sharanagati-gadyam,other,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sharanagati-gadyam
vishnu,Sharanu Ghosha,sharanu-ghosha,other,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sharanu-ghosha
vishnu,Shatpadi Stotram,shatpadi-stotram,stotram,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shatpadi-stotram
hanuman,Shatru Nashak Stotram,shatru-nashak-stotram,stotram,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shatru-nashak-stotram
vishnu,Shayan Prarthana (Bedtime Prayer),shayan-prarthana,other,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shayan-prarthana
durga,Sheetala Mata Aarti,sheetala-mata-aarti,aarti,8,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/sheetala-mata-aarti
shiva,Shiv Aarti - Om Jai Shiv Omkara,shiv-aarti,aarti,8,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/shiv-aarti
shiva,Shiv Aparadh Kshamapana Stotram,shiv-aparadh-kshamapana-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-aparadh-kshamapana-stotram
shiva,Shiv Chalisa,shiv-chalisa,chalisa,40,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/shiv-chalisa
shiva,Shiv Kavacham,shiv-kavach,kavacham,9,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/shiv-kavach
shiva,Shiv Mahimna Stotram,shiv-mahimna-stotram,stotram,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-mahimna-stotram
shiva,Shiv Panchakshar Dhun,shiv-panchakshar-dhun,other,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-panchakshar-dhun
shiva,Shiv Panchakshara Stotram,shiv-panchakshara-stotram,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-panchakshara-stotram
shiva,Shiv Sahasranama Stotram,shiv-sahasranama-stotram,sahasranama,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-sahasranama-stotram
shiva,Shiv Stuti,shiv-stuti,stuti,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-stuti
shiva,Shiv Tandav Stotram,shiv-tandav-stotram,stotram,6,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/shiv-tandav-stotram
shiva,Shiva Aparadha Bhanjana Stotram,shiva-aparadha-stotram,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-aparadha-stotram
shiva,Shiva Ashtakam (Tasmai Namah),shiva-ashtakam-prabhu,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-ashtakam-prabhu
shiva,Shiva Ashtamurti Stotram,shiva-ashtamurti-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-ashtamurti-stotram
shiva,Shiva Ashtottara Shatanamavali,shiva-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-ashtottara-shatanamavali
shiva,Shiva Ashtottara Stotram,shiva-ashtottara-stotram,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-ashtottara-stotram
shiva,Shiva Bhujanga Stotram,shiv-bhujanga-stotram,stotram,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-bhujanga-stotram
shiva,Shiva Dashakam,shiv-dashakam,other,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-dashakam
shiva,Shiva Dhyanam,shiva-dhyanam,dhyanam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-dhyanam
shiva,Shiva Dwadash Nama Stotram,shiva-dwadash-nama,namavali,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-dwadash-nama
shiva,Shiva Gayatri Mantra,shiva-gayatri,mantra,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-gayatri
shiva,Shiva Hridayam,shiva-hridayam,hridayam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-hridayam
shiva,Shiva Manasa Puja,shiv-manasa-puja,ritual,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-manasa-puja
shiva,Shiva Mangalashtakam,shiva-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-mangalashtakam
shiva,Shiva Namavali Ashtakam,shiva-namavali-ashtakam,namavali,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-namavali-ashtakam
shiva,Shiva Panchakam,shiv-panchakam,other,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-panchakam
shiva,Shiva Pancharatnam,shiva-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-pancharatnam
shiva,Shiva Panchavaktra Stotram,shiva-panchavaktra-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-panchavaktra-stotram
shiva,Shiva Raksha Stotram,shiva-raksha-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-raksha-stotram
shiva,Shiva Sankalpa Suktam,shiv-sankalpa-suktam,suktam,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-sankalpa-suktam
shiva,Shiva Shadakshara Stotram,shiv-shadakshara-stotram,stotram,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiv-shadakshara-stotram
shiva,Shiva Stuti from Ramayana,shiva-stuti-ramayana,stuti,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-stuti-ramayana
shiva,Shiva Tandava Dhun,shiva-tandava-dhun,other,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-tandava-dhun
shiva,Shiva Tatva Stotram,shiva-tatva-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shiva-tatva-stotram
shiva,Shivananda Lahari,shivananda-lahari,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shivananda-lahari
shiva,Shivananda Lahari Excerpt,shivananda-lahari-excerpt,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shivananda-lahari-excerpt
shiva,Shivashtakam,shivashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shivashtakam
ganesha,Shodasha Ganapati Stotram,shodasha-ganapati-stotram,stotram,16,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shodasha-ganapati-stotram
durga,Shodashi Stotram,shodashi-stotram,stotram,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shodashi-stotram
vishnu,Shraddha Mantras,shraddha-mantras,mantra,18,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shraddha-mantras
vishnu,Shri Hari Stuti,shri-hari-stuti,stuti,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shri-hari-stuti
krishna,Shri Krishna Sharanam Mamah,shri-krishna-sharanam-mamah,other,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shri-krishna-sharanam-mamah
vishnu,Shri Suktam,shri-suktam,suktam,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shri-suktam
krishna,Shrinathji Aarti,shrinathji-aarti,aarti,5,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/shrinathji-aarti
krishna,Shrinathji Chalisa,shrinathji-chalisa,chalisa,40,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/shrinathji-chalisa
krishna,Shrinathji Stotram,shrinathji-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shrinathji-stotram
vishnu,Shruti Gita,shruti-gita,gita,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shruti-gita
vishnu,Shuka Stuti,shuka-stuti,stuti,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shuka-stuti
navagraha,Shukra Kavacham,shukra-kavacham,kavacham,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shukra-kavacham
navagraha,Shukra Sahasranama Stotram,shukra-sahasranama,sahasranama,23,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shukra-sahasranama
navagraha,Shukra Stotra,shukra-stotra,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shukra-stotra
navagraha,Shukra Stotram,shukra-stotram,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shukra-stotram
lakshmi,Shukravar Vrat Katha (Friday Fasting Story),shukravar-vrat-katha,katha,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shukravar-vrat-katha
shiva,Shvetashvatara Upanishad Key Verses,shvetashvatara-upanishad-key-verses,upanishad,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shvetashvatara-upanishad-key-verses
krishna,Shyama Sundara Stotram,shyama-sundara-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shyama-sundara-stotram
saraswati,Shyamala Dandakam,shyamala-dandakam,dandakam,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/shyamala-dandakam
durga,Siddha Kunjika Stotram,siddha-kunjika-stotram,stotram,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/siddha-kunjika-stotram
ganesha,Siddhi Vinayak Stotram,siddhi-vinayak-stotram,stotram,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/siddhi-vinayak-stotram
durga,Siddhidatri Stotram,siddhidatri-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/siddhidatri-stotram
rama,Sita Ram Stuti,sita-ram-stuti,stuti,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sita-ram-stuti
kartikeya,Skanda Sashti Kavacham,skanda-sashti-kavacham,kavacham,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/skanda-sashti-kavacham
durga,Skandamata Stotram,skandamata-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/skandamata-stotram
shiva,Soma Suktam,soma-suktam,suktam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/soma-suktam
shiva,Somnath Stotram,somnath-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/somnath-stotram
shiva,Somvar Vrat Katha (Monday Fasting Story),somvar-vrat-katha,katha,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/somvar-vrat-katha
parvati,Soundarya Lahari,soundarya-lahari,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/soundarya-lahari
parvati,Soundarya Lahari Excerpt,soundarya-lahari-excerpt,stotram,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/soundarya-lahari-excerpt
shiva,Sri Rudram Namakam,sri-rudram-namakam,suktam,66,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sri-rudram-namakam
lakshmi,Sri Stuti,sri-stuti,stuti,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sri-stuti
lakshmi,Sri Suktam,sri-suktam,suktam,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sri-suktam
vishnu,Sri Venkatesha Mangalashasanam,sri-venkatesha-mangalashasanam,other,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sri-venkatesha-mangalashasanam
durga,Sri Yantra Stotram,sri-yantra-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sri-yantra-stotram
vishnu,Subhashita Ratnavali,subhashita-ratnavali,other,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/subhashita-ratnavali
kartikeya,Subrahmanya Ashtakam,subrahmanya-ashtakam,ashtakam,8,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/subrahmanya-ashtakam
kartikeya,Subrahmanya Bhujangam,subrahmanya-bhujangam,stotram,16,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/subrahmanya-bhujangam
kartikeya,Subrahmanya Gayatri,subrahmanya-gayatri,mantra,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/subrahmanya-gayatri
kartikeya,Subrahmanya Kavacham,subrahmanya-kavacham,kavacham,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/subrahmanya-kavacham
vishnu,Sudarshana Ashtakam,sudarshana-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sudarshana-ashtakam
hanuman,Sundarkand Full Path - Key Dohas & Chaupais,sundarkand-full-path,other,16,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/sundarkand-full-path
hanuman,Sundarkand Hanuman Stuti,sundarkand-hanuman-stuti,stuti,16,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/sundarkand-hanuman-stuti
krishna,Surdas Pad Key Verses,surdas-pad-key-verses,other,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surdas-pad-key-verses
surya,Surya Ashtakam,surya-ashtakam,ashtakam,8,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/surya-ashtakam
surya,Surya Ashtottara Shatanamavali,surya-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-ashtottara-shatanamavali
surya,Surya Chalisa,surya-chalisa,chalisa,40,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/surya-chalisa
surya,Surya Dvadash Nama Stotram,surya-dvadash-nama,namavali,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-dvadash-nama
surya,Surya Gayatri,surya-gayatri,mantra,3,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-gayatri
surya,Surya Hridayam,surya-hridayam,hridayam,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-hridayam
surya,Surya Kavacham,surya-kavacham,kavacham,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-kavacham
surya,Surya Mandala Stotram,surya-mandala-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-mandala-stotram
surya,Surya Mangalashtakam,surya-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-mangalashtakam
surya,Surya Namaskar Mantra,surya-namaskar-mantra,mantra,12,partial,Aadhyatma has only an excerpt or narrower treatment.,https://stotra.vastucart.in/stotra/surya-namaskar-mantra
surya,Surya Pancharatnam,surya-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-pancharatnam
surya,Surya Sahasranama Dhyanam,surya-sahasranama-dhyanam,sahasranama,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-sahasranama-dhyanam
surya,Surya Sahasranama Stotram,surya-sahasranama-full,sahasranama,25,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-sahasranama-full
surya,Surya Stotram,surya-stotram,stotram,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/surya-stotram
surya,Suryopasana Stotram,suryopasana-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/suryopasana-stotram
